1.36090310026685,43.6600123489451,21,21-Musee Aeroscopia,1000
1.4151361,43.6215484975451,22,22-Stade Ernest Wallon,230
1.427,43.600332975452,24,24-Les Abattoirs,160
1.4045187,43.5903976975452,31,31-Hippodrome de Toulouse,1000
1.43048,43.582,32,32-Stadium TFC,230
1.4933567,43.5866272975452,33,33-Citee de l'espace,200
1.4780588,43.5727854975452,34,34-Halle de la Machine,230
